    t;         P0;         P1;         P2;         P3;         P4;         P5;         P6;         P7;         P8;         P9;        P10;        P11;        P12;        P13;        P14;        P15;
   45;     /R[13];      /R[6];      /S[3];      /S[4];           ;      /S[6];           ;      /R[4];           ;           ;      /R[3];           ;     /S[13];           ;     /R[13];           ;
   46;       [17];     /R[10];           ;           ;           ;           ;      /S[7];     /R[12];           ;     /S[10];      /R[7];     /S[12];           ;     /S[14];     /R[14];           ;
   47;       [17];     /R[10];           ;           ;           ;           ;      /S[7];     /R[12];           ;     /S[10];      /R[7];     /S[12];           ;           ;     /R[16];     /S[16];
   48;       [17];     /R[14];           ;           ;           ;           ;           ;     /R[16];           ;           ;     /R[15];           ;           ;     /S[14];       [21];     /S[16];
   49;       [17];       [18];           ;           ;           ;           ;           ;       [20];           ;           ;       [19];           ;           ;           ;       [21];           ;
   50;       [17];       [18];           ;           ;           ;           ;           ;       [20];           ;           ;       [19];           ;           ;           ;       [21];           ;
   51;       [17];       [18];           ;           ;           ;           ;           ;       [20];           ;           ;       [19];           ;           ;           ; [21]/S[15];           ;
   52;       [17];       [18];           ;           ;           ;           ;           ;       [20];           ;           ;       [19];           ;           ;           ;       [21];           ;
   53;       [17];       [18];           ;           ;           ;           ;           ;       [20];           ;           ;       [19];           ;           ;           ;       [21];           ;
   54;       [17];       [18];           ;           ;           ;           ;           ;       [20];           ;           ;       [19];           ;           ;           ;       [21];           ;
   55;       [17];       [18];           ;           ;           ;           ;           ;       [20];           ;           ;       [19];           ;           ;           ;       [21];           ;
   56;       [17];       [18];           ;           ;           ;           ;           ;       [20];           ;           ;       [19];           ;           ;           ;       [21];           ;
   57;       [17];       [18];           ;           ;           ;           ;           ;       [20];           ;           ;       [19];           ;           ;           ;       [21];           ;
   58;       [17];       [18];           ;           ;           ;           ;           ;       [20];           ;           ;       [19];           ;           ;           ;       [21];           ;
   59;       [17];       [18];           ;           ;           ;           ;           ;       [20];           ;           ;       [19];           ;           ;           ;       [21];           ;
   60;       [17];       [18];           ;           ;           ;           ;           ;       [20];           ;           ;       [19];           ;           ;           ;       [21];           ;
   61;     /S[17];       [18];           ;           ;           ;           ;           ;       [20];           ;           ;       [19];           ;           ;           ; [21]/R[17];           ;
   62;     /S[17];       [18];           ;           ;           ;           ;           ;       [20];           ;           ;       [19];           ;           ;           ; [21]/R[17];           ;
   63;           ; [18]/R[21];           ;           ;           ;           ;           ;       [20];           ;           ;       [19];           ;           ;           ; [22]/S[21];           ;
   64;           ;       [23];           ;           ;           ;           ;           ;           ;           ;           ;     /R[21];           ;           ;           ; [22]/S[21];           ;
   65;           ;       [23];           ;           ;           ;           ;           ;     /S[20];           ;           ;       [24];           ;           ;           ;       [22];     /R[20];
   66;           ;       [23];           ;           ;           ;           ;           ;           ;           ;           ;       [24];           ;           ;           ; [22]/S[21];     /R[21];
   67;           ;       [23];           ;           ;           ;           ;           ;           ;           ;           ;       [24];           ;           ;           ;           ;       [25];
   68;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;       [24];           ;           ;           ;           ;       [25];
   69;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;       [25];
   70;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;       [25];
